identifier,latitude,longitude,date,T2M,RH2M,PRECTOTCORR
04006,19.4736653981556,-89.6092084088793,2025-01-01,24.55,83.95,1.64
04006,19.4736653981556,-89.6092084088793,2025-01-02,24.01,84.69,3.12
04006,19.4736653981556,-89.6092084088793,2025-01-03,23.84,75.21,0.04
04006,19.4736653981556,-89.6092084088793,2025-01-04,22.35,73.56,0.0
04006,19.4736653981556,-89.6092084088793,2025-01-05,22.25,78.47,0.02
04006,19.4736653981556,-89.6092084088793,2025-01-06,24.59,83.47,3.56
04006,19.4736653981556,-89.6092084088793,2025-01-07,24.37,76.5,0.55
04006,19.4736653981556,-89.6092084088793,2025-01-08,23.3,67.85,0.03
04006,19.4736653981556,-89.6092084088793,2025-01-09,22.15,73.73,0.0
04006,19.4736653981556,-89.6092084088793,2025-01-10,23.0,78.15,0.0
04006,19.4736653981556,-89.6092084088793,2025-01-11,24.52,79.43,2.33
04006,19.4736653981556,-89.6092084088793,2025-01-12,24.45,80.46,0.86
04006,19.4736653981556,-89.6092084088793,2025-01-13,26.19,80.05,1.25
04006,19.4736653981556,-89.6092084088793,2025-01-14,25.69,78.58,1.83
04006,19.4736653981556,-89.6092084088793,2025-01-15,25.6,78.71,3.04
04006,19.4736653981556,-89.6092084088793,2025-01-16,26.13,70.32,0.03
04006,19.4736653981556,-89.6092084088793,2025-01-17,25.51,70.48,0.02
04006,19.4736653981556,-89.6092084088793,2025-01-18,24.97,73.0,0.0
04006,19.4736653981556,-89.6092084088793,2025-01-19,26.86,67.93,0.01
04006,19.4736653981556,-89.6092084088793,2025-01-20,24.81,76.69,1.87
04006,19.4736653981556,-89.6092084088793,2025-01-21,24.82,79.31,3.33
04006,19.4736653981556,-89.6092084088793,2025-01-22,21.76,72.67,2.03
04006,19.4736653981556,-89.6092084088793,2025-01-23,21.7,72.93,0.27
04006,19.4736653981556,-89.6092084088793,2025-01-24,22.03,69.29,0.04
04006,19.4736653981556,-89.6092084088793,2025-01-25,21.9,65.9,0.0
04006,19.4736653981556,-89.6092084088793,2025-01-26,21.73,72.43,0.0
